far_id,camp,pre_city,pre_state,dest_city,dest_state,date_of_final_departure,pre_lat,pre_lng,dest_lat,dest_lng
poston1-15375,2-poston,Watsonville,CA,Detroit,MI,1944-03-14 00:00:00,36.98025,-121.74696,42.347021,-83.060184
poston1-15376,2-poston,Watsonville,CA,Ft Douglas,UT,1944-08-04 00:00:00,36.98025,-121.74696,,
poston1-15378,2-poston,Salinas,CA,Morgan Hill,CA,1945-10-24 00:00:00,36.64152,-121.622188,37.130238,-121.681557
poston1-15379,2-poston,Salinas,CA,Morgan Hill,CA,1945-10-10 00:00:00,36.64152,-121.622188,37.130238,-121.681557
poston1-15380,2-poston,Salinas,CA,Chicago,IL,1945-02-10 00:00:00,36.64152,-121.622188,41.88531,-87.62213
poston1-15381,2-poston,Salinas,CA,Los Angeles,CA,1945-08-27 00:00:00,36.64152,-121.622188,33.973951,-118.248405
poston1-15382,2-poston,Salinas,CA,Morgan Hill,CA,1945-10-10 00:00:00,36.64152,-121.622188,37.130238,-121.681557
poston1-15383,2-poston,Salinas,CA,Morgan Hill,CA,1945-10-10 00:00:00,36.64152,-121.622188,37.130238,-121.681557
poston1-15384,2-poston,,,Morgan Hill,CA,1945-10-10 00:00:00,,,37.130238,-121.681557
poston1-15385,2-poston,Hollister,CA,San Francisco,CA,1945-09-27 00:00:00,36.828078,-121.3924,37.776646,-122.417481
poston1-15386,2-poston,Hollister,CA,San Francisco,CA,1945-09-27 00:00:00,36.828078,-121.3924,37.776646,-122.417481
poston1-15387,2-poston,Hollister,CA,Chicago,IL,1943-05-28 00:00:00,36.828078,-121.3924,41.88531,-87.62213
poston1-15388,2-poston,Hollister,CA,Grand Junction,CO,1944-02-29 00:00:00,36.828078,-121.3924,39.069019,-108.583126
poston1-15389,2-poston,Hollister,CA,Cleveland,OH,1945-06-12 00:00:00,36.828078,-121.3924,41.489381,-81.667486
poston1-15390,2-poston,Hollister,CA,San Francisco,CA,1945-09-27 00:00:00,36.828078,-121.3924,37.776646,-122.417481
poston1-15391,2-poston,Hollister,CA,San Francisco,CA,1945-09-27 00:00:00,36.828078,-121.3924,37.776646,-122.417481
poston1-15392,2-poston,Riverside,CA,Los Angeles,CA,1945-09-24 00:00:00,33.99504,-117.373184,33.973951,-118.248405
poston1-15393,2-poston,Oceanside,CA,Rocky Ford,CO,1943-10-06 00:00:00,33.016928,-116.846046,37.995867,-103.708332
poston1-15401,2-poston,Los Angeles,CA,Washington,DC,1944-02-29 00:00:00,33.973951,-118.248405,38.911936,-77.016719
poston1-15404,2-poston,Watsonville,CA,Watsonville,CA,1945-09-10 00:00:00,36.98025,-121.74696,36.98025,-121.74696
poston1-15405,2-poston,Watsonville,CA,Watsonville,CA,1945-09-10 00:00:00,36.98025,-121.74696,36.98025,-121.74696
poston1-15407,2-poston,Watsonville,CA,Cheyenne,WY,1944-07-18 00:00:00,36.98025,-121.74696,41.092356,-104.936269
poston1-15408,2-poston,Watsonville,CA,Cleveland,OH,1944-03-21 00:00:00,36.98025,-121.74696,41.489381,-81.667486
poston1-15409,2-poston,Watsonville,CA,Cheyenne,WY,1944-07-18 00:00:00,36.98025,-121.74696,41.092356,-104.936269
poston1-15410,2-poston,Watsonville,CA,Watsonville,CA,1945-09-10 00:00:00,36.98025,-121.74696,36.98025,-121.74696
poston1-15411,2-poston,Bakersfield,CA,Chicago,IL,1945-02-27 00:00:00,35.384337,-119.020562,41.88531,-87.62213
poston1-15413,2-poston,Los Angeles,CA,Detroit,MI,1943-07-13 00:00:00,33.973951,-118.248405,42.347021,-83.060184
poston1-15415,2-poston,Inglewood,CA,Layton,UT,1945-05-07 00:00:00,33.956526,-118.358654,41.088889,-111.92614
poston1-15416,2-poston,Inglewood,CA,Layton,UT,1945-05-07 00:00:00,33.956526,-118.358654,41.088889,-111.92614
poston1-15417,2-poston,Inglewood,CA,Kinghill,ID,1944-04-21 00:00:00,33.956526,-118.358654,,
poston1-15418,2-poston,Inglewood,CA,Layton,UT,1945-05-07 00:00:00,33.956526,-118.358654,41.088889,-111.92614
poston1-15426,2-poston,Santa Ana,CA,Los Angeles,CA,1945-09-05 00:00:00,33.74822,-117.858473,33.973951,-118.248405
poston1-15427,2-poston,Santa Ana,CA,Los Angeles,CA,1945-09-05 00:00:00,33.74822,-117.858473,33.973951,-118.248405
poston1-15428,2-poston,Needles,CA,Los Angeles,CA,1945-09-14 00:00:00,34.84806,-114.61413,33.973951,-118.248405
