far_id,camp,pre_city,pre_state,dest_city,dest_state,date_of_final_departure,pre_lat,pre_lng,dest_lat,dest_lng
tulelake1-18567,10-tulelake,Isleton,CA,Japan,JAPAN,1945-12-27 00:00:00,38.16186,-121.61162,35.662,139.653
tulelake1-18569,10-tulelake,Isleton,CA,Japan,JAPAN,1945-12-27 00:00:00,38.16186,-121.61162,35.662,139.653
tulelake1-18570,10-tulelake,Arcadia,CA,Belvedere,CA,1945-12-07 00:00:00,34.136258,-118.026704,34.040568,-118.169238
tulelake1-18571,10-tulelake,Walnut Grove,CA,Japan,JAPAN,1945-12-27 00:00:00,38.2559,-121.50835,35.662,139.653
tulelake1-18572,10-tulelake,Onalaska,WA,SLO,CA,1946-03-08 00:00:00,46.563491,-122.690491,37.155177,-119.543418
tulelake1-18574,10-tulelake,Sacramento,CA,Sacto,CA,1946-03-14 00:00:00,38.380456,-121.555406,,
tulelake1-18575,10-tulelake,Tacoma,WA,LA,CA,1945-12-18 00:00:00,47.253671,-122.444335,33.973951,-118.248405
tulelake1-18577,10-tulelake,Walnut Grove,CA,Japan,JAPAN,1945-12-27 00:00:00,38.2559,-121.50835,35.662,139.653
tulelake1-18578,10-tulelake,Kent,WA,Mpls,MI,1943-01-13 00:00:00,47.405479,-122.195772,44.844176,-85.660493
tulelake1-18581,10-tulelake,Stockton,CA,Stockton,CA,1946-01-23 00:00:00,37.672196,-121.298794,37.672196,-121.298794
tulelake1-18582,10-tulelake,Walnut Grove,CA,Wal Grv,CA,1946-01-13 00:00:00,38.2559,-121.50835,,
tulelake1-18583,10-tulelake,Sacramento,CA,Sacto,CA,1945-11-16 00:00:00,38.380456,-121.555406,,
tulelake1-18586,10-tulelake,Onalaska,WA,SLO,CA,1946-03-08 00:00:00,46.563491,-122.690491,37.155177,-119.543418
tulelake1-18587,10-tulelake,Walnut Grove,CA,Wal Grv,CA,1946-02-28 00:00:00,38.2559,-121.50835,,
tulelake1-18588,10-tulelake,,,SLO,CA,1946-03-08 00:00:00,,,37.155177,-119.543418
tulelake1-18589,10-tulelake,Los Angeles,CA,French Cmp,CA,1946-03-03 00:00:00,33.973951,-118.248405,37.883775,-121.290405
tulelake1-18593,10-tulelake,Stockton,CA,Stockton,CA,1946-03-14 00:00:00,37.672196,-121.298794,37.672196,-121.298794
tulelake1-18595,10-tulelake,Walnut Grove,CA,Wal Grv,CA,1946-01-13 00:00:00,38.2559,-121.50835,,
tulelake1-18597,10-tulelake,Stockton,CA,Stockton,CA,1946-03-14 00:00:00,37.672196,-121.298794,37.672196,-121.298794
tulelake1-18598,10-tulelake,Walnut Grove,CA,Wal Grv,CA,1946-02-23 00:00:00,38.2559,-121.50835,,
tulelake1-18599,10-tulelake,Stockton,CA,Stockton,CA,1946-01-08 00:00:00,37.672196,-121.298794,37.672196,-121.298794
tulelake1-18601,10-tulelake,Arcadia,CA,LA,CA,1946-03-12 00:00:00,34.136258,-118.026704,33.973951,-118.248405
tulelake1-18603,10-tulelake,,,SLO,CA,1946-03-16 00:00:00,,,37.155177,-119.543418
tulelake1-18604,10-tulelake,,,Wal Grv,CA,1946-02-28 00:00:00,,,,
tulelake1-18607,10-tulelake,Arcadia,CA,Belvedere,CA,1945-12-07 00:00:00,34.136258,-118.026704,34.040568,-118.169238
tulelake1-18608,10-tulelake,Sacramento,CA,NY Cty,NY,1946-03-14 00:00:00,38.380456,-121.555406,40.750422,-73.996328
tulelake1-18610,10-tulelake,Likely,CA,Likely,CA,1946-01-19 00:00:00,41.232908,-120.507888,41.232908,-120.507888
tulelake1-18611,10-tulelake,Blanchard,WA,Emmett,ID,1943-09-13 00:00:00,48.593441,-122.416554,43.908876,-116.492657
