far_id,camp,pre_city,pre_state,dest_city,dest_state,date_of_final_departure,pre_lat,pre_lng,dest_lat,dest_lng
granada1-8830,4-amache,Los Angeles,CA,Denver,CO,6/18/1945,33.973951,-118.248405,39.760189,-104.996553
granada1-8831,4-amache,,,Denver,CO,6/18/1945,,,39.760189,-104.996553
granada1-8832,4-amache,Los Angeles,CA,Greeley,CO,4/20/1943,33.973951,-118.248405,40.384991,-104.680631
granada1-8836,4-amache,Los Angeles,CA,Chicago,IL,5/6/1943,33.973951,-118.248405,41.88531,-87.62213
granada1-8837,4-amache,Yuba City,CA,Turlock,CA,10/6/1945,39.048854,-121.612481,37.474396,-120.875918
granada1-8838,4-amache,Modesto,CA,Ft. Logan,CO,6/11/1943,37.669463,-121.016796,,
granada1-8839,4-amache,Modesto,CA,Chicago,IL,7/7/1943,37.669463,-121.016796,41.88531,-87.62213
granada1-8840,4-amache,Modesto,CA,Boulder,CO,5/6/1943,37.669463,-121.016796,40.049468,-105.201421
granada1-8841,4-amache,Modesto,CA,Detroit,MI,7/8/1943,37.669463,-121.016796,42.347021,-83.060184
granada1-8842,4-amache,Modesto,CA,Boulder,CO,6/24/1945,37.669463,-121.016796,40.049468,-105.201421
granada1-8843,4-amache,Modesto,CA,Colorado Springs,CO,6/24/1945,37.669463,-121.016796,38.828893,-104.809929
granada1-8844,4-amache,Modesto,CA,Denver,CO,8/2/1945,37.669463,-121.016796,39.760189,-104.996553
granada1-8847,4-amache,Yuba City,CA,Denver,CO,5/19/1945,39.048854,-121.612481,39.760189,-104.996553
granada1-8848,4-amache,Tacoma,WA,Tacoma,WA,9/18/1945,47.253671,-122.444335,47.253671,-122.444335
granada1-8849,4-amache,,,Tacoma,WA,9/18/1945,,,47.253671,-122.444335
granada1-8850,4-amache,San Francisco,CA,Denver,CO,4/22/1945,37.776646,-122.417481,39.760189,-104.996553
granada1-8851,4-amache,Salem,OR,Denver,CO,6/30/1945,44.94878,-123.003655,39.760189,-104.996553
granada1-8852,4-amache,,,Denver,CO,6/30/1945,,,39.760189,-104.996553
granada1-8853,4-amache,San Francisco,CA,Denver,CO,8/25/1945,37.776646,-122.417481,39.760189,-104.996553
