"rowid","a","far_id","camp","pre-evacuation_address","pre-evacuation_state","final_departure_destination","final_departure_state","date_of_final_departure","departure_latitude","departure_longitude","preevacuation_latitude","preevacuation_longitude"
79113,101199,"jerome1-3408","6-jerome","Lindsay","CA","Henderson","CO","1943-08-14 00:00:00",39.879235,-104.883581,36.20301,-119.08816
79114,101203,"jerome1-3412","6-jerome","Lindsay","CA","Ann Arbor","MI","1943-05-31 00:00:00",42.266638,-83.849042,36.20301,-119.08816
79115,101214,"jerome1-3423","6-jerome","Delano","CA","New York","NY","1944-02-14 00:00:00",40.750422,-73.996328,35.779507,-119.200825
79116,101222,"jerome1-3431","6-jerome","Los Angeles","CA","Chicago","IL","1944-02-16 00:00:00",41.88531,-87.62213,33.973951,-118.248405
79117,101250,"jerome1-3459","6-jerome","Long Beach","CA","Chicago","IL","1944-03-13 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79118,101251,"jerome1-3460","6-jerome","Long Beach","CA","Chicago","IL","1944-03-13 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79119,101253,"jerome1-3462","6-jerome","S. Dos Palos","CA","Royal Oak","MI","1943-08-05 00:00:00",42.492485,-83.145375,37.073301,-120.623363
79120,101263,"jerome1-3472","6-jerome","S. Dos Palos","CA","Chicago","IL","1943-05-05 00:00:00",41.88531,-87.62213,37.073301,-120.623363
79123,101314,"jerome1-3523","6-jerome","Los Angeles","CA","Greeley","CO","1944-04-20 00:00:00",40.384991,-104.680631,33.973951,-118.248405
79126,101324,"jerome1-3533","6-jerome","Long Beach","CA","Chicago","IL","1944-01-11 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79127,101327,"jerome1-3536","6-jerome","Fresno","CA","St. Louis","MO","1942-12-29 00:00:00",38.631501,-90.19231,36.8411,-119.801015
79130,101373,"jerome1-3582","6-jerome","Fresno","CA","Milwaukee","WI","1943-06-18 00:00:00",43.011264,-87.958409,36.8411,-119.801015
79131,101381,"jerome1-3590","6-jerome","Long Beach","CA","Cleveland","OH","1943-10-10 00:00:00",41.489381,-81.667486,33.804309,-118.200957
79134,101395,"jerome1-3604","6-jerome","Redondo Beach","CA","Glasgow","MT","1943-12-07 00:00:00",48.19502,-106.63616,33.830006,-118.387124
79135,101396,"jerome1-3605","6-jerome","Los Angeles","CA","Cleveland","OH","1944-05-01 00:00:00",41.489381,-81.667486,33.973951,-118.248405
79136,101400,"jerome1-3609","6-jerome","Lemoore","CA","Detroit","MI","1943-08-10 00:00:00",42.347021,-83.060184,36.268194,-119.817274
79137,101414,"jerome1-3623","6-jerome","Sacramento","CA","Chicago","IL","1944-02-28 00:00:00",41.88531,-87.62213,38.380456,-121.555406
79138,101432,"jerome1-3641","6-jerome","Delano","CA","Chicago","IL","1943-12-13 00:00:00",41.88531,-87.62213,35.779507,-119.200825
79139,101446,"jerome1-3655","6-jerome","Kerman","CA","Des Plaines","IL","1942-12-12 00:00:00",42.048278,-87.890466,36.72356,-120.05988
79140,101447,"jerome1-3656","6-jerome","Kerman","CA","Des Plaines","IL","1942-12-12 00:00:00",42.048278,-87.890466,36.72356,-120.05988
79141,101472,"jerome1-3681","6-jerome","Los Angeles","CA","Cambridge","MA","1942-10-31 00:00:00",42.380442,-71.132947,33.973951,-118.248405
79142,101473,"jerome1-3682","6-jerome","Long Beach","CA","Chicago","IL","1944-04-17 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79143,101482,"jerome1-3691","6-jerome","Long Beach","CA","Chicago","IL","1943-06-22 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79144,101498,"jerome1-3707","6-jerome","Los Angeles","CA","Madison","WI","1943-07-16 00:00:00",43.06956,-89.423861,33.973951,-118.248405
79145,101502,"jerome1-3711","6-jerome","Torrance","CA","Chicago","IL","1944-01-10 00:00:00",41.88531,-87.62213,33.835665,-118.303805
79147,101509,"jerome1-3718","6-jerome","Torrance","CA","Boulder","CO","1944-03-22 00:00:00",40.049468,-105.201421,33.835665,-118.303805
79149,101512,"jerome1-3721","6-jerome","Long Beach","CA","Glencoe","IL","1944-05-30 00:00:00",42.135423,-87.761882,33.804309,-118.200957
79150,101539,"jerome1-3748","6-jerome","Penryn","CA","Detroit","MI","1944-04-04 00:00:00",42.347021,-83.060184,38.852288,-121.180531
79151,101559,"jerome1-3768","6-jerome","Lomita","CA","Cincinnati","OH","1944-02-27 00:00:00",39.166759,-84.53822,33.79224,-118.31507
79154,101587,"jerome1-3796","6-jerome","Long Beach","CA","Chicago","IL","1944-02-29 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79155,101589,"jerome1-3798","6-jerome","Long Beach","CA","Ann Arbor","MI","1943-08-30 00:00:00",42.266638,-83.849042,33.804309,-118.200957
79156,101598,"jerome1-3807","6-jerome","San Francisco","CA","Detroit","MI","1944-12-07 00:00:00",42.347021,-83.060184,37.776646,-122.417481
79157,101608,"jerome1-3817","6-jerome","Fresno","CA","Cleveland","OH","1943-06-18 00:00:00",41.489381,-81.667486,36.8411,-119.801015
79158,101611,"jerome1-3820","6-jerome","Fresno","CA","Denver","CO","1943-07-12 00:00:00",39.760189,-104.996553,36.8411,-119.801015
79159,101615,"jerome1-3824","6-jerome","Fresno","CA","Cleveland","OH","1943-07-19 00:00:00",41.489381,-81.667486,36.8411,-119.801015
79160,101619,"jerome1-3828","6-jerome","Fresno","CA","Denver","CO","1943-05-26 00:00:00",39.760189,-104.996553,36.8411,-119.801015
79161,101624,"jerome1-3833","6-jerome","Fowler","CA","Chicago","IL","1944-02-15 00:00:00",41.88531,-87.62213,36.623402,-119.691869
79162,101630,"jerome1-3839","6-jerome","Fresno","CA","Chillicothe","MO","1944-03-14 00:00:00",39.795225,-93.588876,36.8411,-119.801015
79163,101634,"jerome1-3843","6-jerome","Los Angeles","CA","Cleveland","OH","1943-05-27 00:00:00",41.489381,-81.667486,33.973951,-118.248405
79164,101635,"jerome1-3844","6-jerome","Redondo Beach","CA","Cleveland","OH","1943-08-05 00:00:00",41.489381,-81.667486,33.830006,-118.387124
79165,101648,"jerome1-3857","6-jerome","San Diego","CA","Chicago","IL","1944-06-01 00:00:00",41.88531,-87.62213,32.724103,-117.170912
79166,101653,"jerome1-3862","6-jerome","Visalia","CA","Cincinnati","OH","1943-03-25 00:00:00",39.166759,-84.53822,36.303793,-119.375646
79167,101654,"jerome1-3863","6-jerome","Visalia","CA","Cincinnati","OH","1943-03-25 00:00:00",39.166759,-84.53822,36.303793,-119.375646
79168,101657,"jerome1-3866","6-jerome","Visalia","CA","Cincinnati","OH","1943-09-14 00:00:00",39.166759,-84.53822,36.303793,-119.375646
79169,101666,"jerome1-3875","6-jerome","Florin","CA","Melrose Park","IL","1944-05-08 00:00:00",41.91488,-87.858707,39.902424,-122.491767
79171,101674,"jerome1-3883","6-jerome","Madera","CA","Chicago","IL","1943-04-09 00:00:00",41.88531,-87.62213,36.928286,-120.182423
79172,101676,"jerome1-3885","6-jerome","Madera","CA","Chicago","IL","1943-05-01 00:00:00",41.88531,-87.62213,36.928286,-120.182423
79173,101691,"jerome1-3900","6-jerome","Hanford","CA","Brigham","UT","1943-06-25 00:00:00",39.334993,-111.656333,36.220468,-119.71776
79175,101755,"jerome1-3964","6-jerome","Fresno","CA","Shaker Heights","OH","1943-09-09 00:00:00",41.473947,-81.579956,36.8411,-119.801015
79176,101769,"jerome1-3978","6-jerome","Norwalk","CA","Chicago","IL","1943-06-22 00:00:00",41.88531,-87.62213,33.906763,-118.076549
79177,101782,"jerome1-3991","6-jerome","Wilmington","CA","New York","NY","1944-04-06 00:00:00",40.750422,-73.996328,33.779417,-118.253853
79179,101789,"jerome1-3998","6-jerome","Hilo","HI","Chicago","IL","1944-05-18 00:00:00",41.88531,-87.62213,19.564519,-155.26203
79181,101798,"jerome1-4007","6-jerome","Wilmington","CA","Chicago","IL","1944-05-15 00:00:00",41.88531,-87.62213,33.779417,-118.253853
79186,101808,"jerome1-4017","6-jerome","Tulare","CA","Chicago","IL","1944-03-22 00:00:00",41.88531,-87.62213,36.133527,-119.299856
79187,101809,"jerome1-4018","6-jerome","Tulare","CA","Chicago","IL","1944-03-22 00:00:00",41.88531,-87.62213,36.133527,-119.299856
79189,101822,"jerome1-4031","6-jerome","Sacramento","CA","Washington","DC","1944-06-06 00:00:00",38.911936,-77.016719,38.380456,-121.555406
79190,101823,"jerome1-4032","6-jerome","Sacramento","CA","Cleveland","OH","1944-06-25 00:00:00",41.489381,-81.667486,38.380456,-121.555406
79192,101829,"jerome1-4038","6-jerome","Fresno","CA","Detroit","MI","1943-08-10 00:00:00",42.347021,-83.060184,36.8411,-119.801015
79193,101841,"jerome1-4050","6-jerome","Hanford","CA","Provo","UT","1943-07-22 00:00:00",40.235053,-111.695558,36.220468,-119.71776
79194,101842,"jerome1-4051","6-jerome","Hanford","CA","Provo","UT","1943-07-22 00:00:00",40.235053,-111.695558,36.220468,-119.71776
79195,101843,"jerome1-4052","6-jerome","Hanford","CA","Provo","UT","1943-07-22 00:00:00",40.235053,-111.695558,36.220468,-119.71776
79196,101844,"jerome1-4053","6-jerome","Hanford","CA","Provo","UT","1943-07-22 00:00:00",40.235053,-111.695558,36.220468,-119.71776
79197,101845,"jerome1-4054","6-jerome","Hanford","CA","Provo","UT","1943-07-22 00:00:00",40.235053,-111.695558,36.220468,-119.71776
79198,101846,"jerome1-4055","6-jerome","Hanford","CA","Denver","CO","1943-03-20 00:00:00",39.760189,-104.996553,36.220468,-119.71776
79199,101848,"jerome1-4057","6-jerome","Long Beach","CA","San Acacio","CO","1944-02-23 00:00:00",37.213903,-105.564458,33.804309,-118.200957
79200,101854,"jerome1-4063","6-jerome","Long Beach","CA","San Acacio","CO","1944-03-20 00:00:00",37.213903,-105.564458,33.804309,-118.200957
79201,101859,"jerome1-4068","6-jerome","Corcoran","CA","Chicago","IL","1943-05-19 00:00:00",41.88531,-87.62213,36.09801,-119.5604
79202,101862,"jerome1-4071","6-jerome","Corcoran","CA","Chicago","IL","1943-05-19 00:00:00",41.88531,-87.62213,36.09801,-119.5604
79203,101863,"jerome1-4072","6-jerome","Corcoran","CA","Baldwin City","KS","1943-02-19 00:00:00",38.821502,-95.223906,36.09801,-119.5604
79205,101877,"jerome1-4086","6-jerome","Selma","CA","Kemmerer","WY","1944-02-16 00:00:00",41.79245,-110.53767,36.57078,-119.61208
79206,101879,"jerome1-4088","6-jerome","Florin","CA","Riverdale","NY","1943-06-03 00:00:00",40.90056,-73.90639,39.902424,-122.491767
79208,101909,"jerome1-4118","6-jerome","Hanford","CA","Philadelphia","PA","1943-12-10 00:00:00",40.001811,-75.11787,36.220468,-119.71776
79209,101921,"jerome1-4130","6-jerome","Lincoln","CA","Lincoln","NE","1944-02-14 00:00:00",40.865142,-96.823133,38.929305,-121.327143
79211,101931,"jerome1-4140","6-jerome","Delano","CA","Little Rock","AR","1943-07-01 00:00:00",34.746905,-92.280049,35.779507,-119.200825
79212,101936,"jerome1-4145","6-jerome","Selma","CA","Chicago","IL","1943-10-04 00:00:00",41.88531,-87.62213,36.57078,-119.61208
79213,101937,"jerome1-4146","6-jerome","Selma","CA","Chicago","IL","1943-11-06 00:00:00",41.88531,-87.62213,36.57078,-119.61208
79216,101942,"jerome1-4151","6-jerome","Los Angeles","CA","Little Rock","AR","1943-10-26 00:00:00",34.746905,-92.280049,33.973951,-118.248405
79217,101943,"jerome1-4152","6-jerome","Los Angeles","CA","Chicago","IL","1943-04-16 00:00:00",41.88531,-87.62213,33.973951,-118.248405
79218,101945,"jerome1-4154","6-jerome","Lomita","CA","Chicago","IL","1944-01-18 00:00:00",41.88531,-87.62213,33.79224,-118.31507
79220,101964,"jerome1-4173","6-jerome","Fresno","CA","Chicago","IL","1943-06-08 00:00:00",41.88531,-87.62213,36.8411,-119.801015
79222,101991,"jerome1-4200","6-jerome","Los Angeles","CA","Chicago","IL","1943-06-12 00:00:00",41.88531,-87.62213,33.973951,-118.248405
79223,102001,"jerome1-4210","6-jerome","Long Beach","CA","Cleveland","OH","1943-05-06 00:00:00",41.489381,-81.667486,33.804309,-118.200957
79225,102024,"jerome1-4233","6-jerome","Hanford","CA","Swarthmore","PA","1943-10-19 00:00:00",39.897162,-75.344083,36.220468,-119.71776
79227,102049,"jerome1-4258","6-jerome","Hanford","CA","Cleveland","OH","1944-06-12 00:00:00",41.489381,-81.667486,36.220468,-119.71776
79228,102052,"jerome1-4261","6-jerome","Hanford","CA","Little Rock","AR","1943-06-02 00:00:00",34.746905,-92.280049,36.220468,-119.71776
79229,102060,"jerome1-4269","6-jerome","Hanford","CA","Cleveland","OH","1944-04-24 00:00:00",41.489381,-81.667486,36.220468,-119.71776
79232,102068,"jerome1-4277","6-jerome","Long Beach","CA","Detroit","MI","1943-12-03 00:00:00",42.347021,-83.060184,33.804309,-118.200957
79234,102083,"jerome1-4292","6-jerome","Honolulu","HI","Chicago","IL","1944-01-06 00:00:00",41.88531,-87.62213,24.859832,-168.021815
79236,102093,"jerome1-4302","6-jerome","Long Beach","CA","Minneapolis","MN","1942-11-13 00:00:00",44.984577,-93.269097,33.804309,-118.200957
79237,102096,"jerome1-4305","6-jerome","Los Angeles","CA","Wheaton","IL","1943-06-15 00:00:00",41.87272,-88.112442,33.973951,-118.248405
79238,102105,"jerome1-4314","6-jerome","Los Angeles","CA","Chicago","IL","1944-05-25 00:00:00",41.88531,-87.62213,33.973951,-118.248405
79239,102106,"jerome1-4315","6-jerome","Artesia","CA","Chicago","IL","1943-07-14 00:00:00",41.88531,-87.62213,33.865395,-118.073148
79240,102155,"jerome1-4364","6-jerome","Fresno","CA","Chicago","IL","1943-10-11 00:00:00",41.88531,-87.62213,36.8411,-119.801015
79241,102200,"jerome1-4409","6-jerome","Torrance","CA","Chicago","IL","1943-05-25 00:00:00",41.88531,-87.62213,33.835665,-118.303805
79243,102206,"jerome1-4415","6-jerome","Long Beach","CA","New York","NY","1943-09-17 00:00:00",40.750422,-73.996328,33.804309,-118.200957
79244,102212,"jerome1-4421","6-jerome","Torrance","CA","Cleveland","OH","1943-04-06 00:00:00",41.489381,-81.667486,33.835665,-118.303805
79245,102222,"jerome1-4431","6-jerome","Artesia","CA","Ft. Sheridan","IL","1943-03-24 00:00:00",42.255073,-87.818268,33.865395,-118.073148
79246,102236,"jerome1-4445","6-jerome","Fresno","CA","Knox","IN","1943-05-24 00:00:00",41.280907,-86.608249,36.8411,-119.801015
79247,102240,"jerome1-4449","6-jerome","Fresno","CA","Minneapolis","MN","1943-07-27 00:00:00",44.984577,-93.269097,36.8411,-119.801015
79248,102241,"jerome1-4450","6-jerome","Fresno","CA","Knox","IN","1943-06-07 00:00:00",41.280907,-86.608249,36.8411,-119.801015
79249,102242,"jerome1-4451","6-jerome","Fresno","CA","Minneapolis","MN","1943-07-27 00:00:00",44.984577,-93.269097,36.8411,-119.801015
79250,102255,"jerome1-4464","6-jerome","Los Angeles","CA","Chicago","IL","1943-06-17 00:00:00",41.88531,-87.62213,33.973951,-118.248405
79251,102260,"jerome1-4469","6-jerome","Elk Grove","CA","Chicago","IL","1943-05-11 00:00:00",41.88531,-87.62213,38.44148,-121.307142
79252,102269,"jerome1-4478","6-jerome","Lemoore","CA","Minneapolis","MN","1942-11-13 00:00:00",44.984577,-93.269097,36.268194,-119.817274
79253,102286,"jerome1-4495","6-jerome","Hanford","CA","St. Louis","MO","1943-08-13 00:00:00",38.631501,-90.19231,36.220468,-119.71776
79254,102288,"jerome1-4497","6-jerome","Hanford","CA","Little Rock","AR","1943-04-29 00:00:00",34.746905,-92.280049,36.220468,-119.71776
79255,102290,"jerome1-4499","6-jerome","Hanford","CA","Cleveland","OH","1943-06-28 00:00:00",41.489381,-81.667486,36.220468,-119.71776
79257,102318,"jerome1-4527","6-jerome","Fresno","CA","Chicago","IL","1943-06-07 00:00:00",41.88531,-87.62213,36.8411,-119.801015
79258,102320,"jerome1-4529","6-jerome","Fresno","CA","Cleveland","OH","1943-04-12 00:00:00",41.489381,-81.667486,36.8411,-119.801015
79259,102321,"jerome1-4530","6-jerome","Fresno","CA","Cleveland","OH","1943-04-12 00:00:00",41.489381,-81.667486,36.8411,-119.801015
79260,102322,"jerome1-4531","6-jerome","San Pedro","CA","Chicago","IL","1944-03-06 00:00:00",41.88531,-87.62213,33.753088,-118.253053
79261,102327,"jerome1-4536","6-jerome","Fresno","CA","Minneapolis","MN","1943-09-29 00:00:00",44.984577,-93.269097,36.8411,-119.801015
79263,102341,"jerome1-4550","6-jerome","Lomita","CA","Detroit","MI","1944-01-11 00:00:00",42.347021,-83.060184,33.79224,-118.31507
79264,102344,"jerome1-4553","6-jerome","Lomita","CA","Chicago","IL","1944-04-04 00:00:00",41.88531,-87.62213,33.79224,-118.31507
79265,102361,"jerome1-4570","6-jerome","Fresno","CA","Columbus","OH","1943-10-04 00:00:00",40.100924,-83.013402,36.8411,-119.801015
79266,102364,"jerome1-4573","6-jerome","Lomita","CA","Belle Fourche","SD","1943-05-05 00:00:00",44.93037,-103.87313,33.79224,-118.31507
79267,102382,"jerome1-4591","6-jerome","Delano","CA","Brigham","UT","1943-05-03 00:00:00",39.334993,-111.656333,35.779507,-119.200825
79268,102386,"jerome1-4595","6-jerome","Delano","CA","Monroe","MI","1943-04-26 00:00:00",41.907196,-83.472457,35.779507,-119.200825
79270,102396,"jerome1-4605","6-jerome","Delano","CA","Cleveland","OH","1943-06-28 00:00:00",41.489381,-81.667486,35.779507,-119.200825
79271,102404,"jerome1-4613","6-jerome","Delano","CA","Chicago","IL","1943-07-20 00:00:00",41.88531,-87.62213,35.779507,-119.200825
79272,102436,"jerome1-4645","6-jerome","Hollywood","CA","Salt Lake City","UT","1943-06-05 00:00:00",40.756095,-111.900719,0,0
79273,102437,"jerome1-4646","6-jerome","Hanford","CA","Ithaca","NY","1943-03-11 00:00:00",42.402794,-76.483999,36.220468,-119.71776
79274,102440,"jerome1-4649","6-jerome","Hanford","CA","Parawan","UT","1943-10-14 00:00:00",37.823412,-112.849246,36.220468,-119.71776
79275,102445,"jerome1-4654","6-jerome","Delano","CA","Chicago","IL","1943-11-27 00:00:00",41.88531,-87.62213,35.779507,-119.200825
79276,102446,"jerome1-4655","6-jerome","Long Beach","CA","Greeley","CO","1944-04-20 00:00:00",40.384991,-104.680631,33.804309,-118.200957
79277,102483,"jerome1-4692","6-jerome","Fresno","CA","Salt Lake City","UT","1943-07-01 00:00:00",40.756095,-111.900719,36.8411,-119.801015
79278,102487,"jerome1-4696","6-jerome","Fresno","CA","Parawan","UT","1943-06-30 00:00:00",37.823412,-112.849246,36.8411,-119.801015
79279,102492,"jerome1-4701","6-jerome","San Pedro","CA","Detroit","MI","1943-08-25 00:00:00",42.347021,-83.060184,33.753088,-118.253053
79280,102498,"jerome1-4707","6-jerome","Fresno","CA","Denver","CO","1943-05-10 00:00:00",39.760189,-104.996553,36.8411,-119.801015
79281,102499,"jerome1-4708","6-jerome","Fresno","CA","Keenesburg","CO","1943-04-12 00:00:00",40.085322,-104.506123,36.8411,-119.801015
79282,102502,"jerome1-4711","6-jerome","Elk Grove","CA","Chicago","IL","1943-06-16 00:00:00",41.88531,-87.62213,38.44148,-121.307142
79283,102503,"jerome1-4712","6-jerome","Elk Grove","CA","Chicago","IL","1944-02-07 00:00:00",41.88531,-87.62213,38.44148,-121.307142
79284,102504,"jerome1-4713","6-jerome","Elk Grove","CA","Milwaukee","WI","1943-10-04 00:00:00",43.011264,-87.958409,38.44148,-121.307142
79286,102519,"jerome1-4728","6-jerome","Fresno","CA","St. Louis","MO","1943-03-29 00:00:00",38.631501,-90.19231,36.8411,-119.801015
79288,102540,"jerome1-4749","6-jerome","Fresno","CA","Minneapolis","MN","1943-08-05 00:00:00",44.984577,-93.269097,36.8411,-119.801015
79289,102541,"jerome1-4750","6-jerome","Fowler","CA","St. Louis","MO","1944-04-10 00:00:00",38.631501,-90.19231,36.623402,-119.691869
79291,102549,"jerome1-4758","6-jerome","Selma","CA","Minneapolis","MN","1942-11-13 00:00:00",44.984577,-93.269097,36.57078,-119.61208
79292,102562,"jerome1-4771","6-jerome","Fresno","CA","Sikeston","MO","1943-10-11 00:00:00",36.87672,-89.58786,36.8411,-119.801015
79293,102563,"jerome1-4772","6-jerome","Hanford","CA","Sikeston","MO","1943-10-11 00:00:00",36.87672,-89.58786,36.220468,-119.71776
79294,102568,"jerome1-4777","6-jerome","Honolulu","HI","New York","NY","1944-06-07 00:00:00",40.750422,-73.996328,24.859832,-168.021815
79295,102579,"jerome1-4788","6-jerome","Lindsay","CA","Malta","MT","1943-05-18 00:00:00",48.124479,-107.783145,36.20301,-119.08816
79296,102586,"jerome1-4795","6-jerome","Sacramento","CA","Chicago","IL","1943-12-08 00:00:00",41.88531,-87.62213,38.380456,-121.555406
79297,102589,"jerome1-4798","6-jerome","Sacramento","CA","Toledo","OH","1943-07-28 00:00:00",41.720684,-83.569359,38.380456,-121.555406
79298,102592,"jerome1-4801","6-jerome","Long Beach","CA","Chicago","IL","1943-06-22 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79299,102593,"jerome1-4802","6-jerome","Long Beach","CA","Chicago","IL","1943-06-22 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79300,102594,"jerome1-4803","6-jerome","Long Beach","CA","Las Animas","CO","1943-07-22 00:00:00",37.923031,-103.088444,33.804309,-118.200957
79301,102596,"jerome1-4805","6-jerome","Long Beach","CA","Chicago","IL","1943-06-22 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79302,102597,"jerome1-4806","6-jerome","Long Beach","CA","Chicago","IL","1943-04-16 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79303,102598,"jerome1-4807","6-jerome","Long Beach","CA","Chicago","IL","1943-06-22 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79304,102606,"jerome1-4815","6-jerome","Portland","OR","Cincinnati","OH","1944-03-07 00:00:00",39.166759,-84.53822,45.507856,-122.690794
79305,102607,"jerome1-4816","6-jerome","Los Angeles","CA","Chicago","IL","1943-05-25 00:00:00",41.88531,-87.62213,33.973951,-118.248405
79306,102621,"jerome1-4830","6-jerome","Fresno","CA","Cleveland","OH","1943-06-28 00:00:00",41.489381,-81.667486,36.8411,-119.801015
79307,102623,"jerome1-4832","6-jerome","Fresno","CA","Washington","DC","1943-10-06 00:00:00",38.911936,-77.016719,36.8411,-119.801015
79308,102630,"jerome1-4839","6-jerome","Madera","CA","Salt Lake City","UT","1943-03-25 00:00:00",40.756095,-111.900719,36.928286,-120.182423
79309,102631,"jerome1-4840","6-jerome","Madera","CA","New Britain","CT","1944-02-17 00:00:00",41.666049,-72.778391,36.928286,-120.182423
79310,102643,"jerome1-4852","6-jerome","Long Beach","CA","Chicago","IL","1943-05-19 00:00:00",41.88531,-87.62213,33.804309,-118.200957
79311,102649,"jerome1-4858","6-jerome","Lodi","CA","Chicago","IL","1944-05-29 00:00:00",41.88531,-87.62213,38.111356,-121.172415
79312,102650,"jerome1-4859","6-jerome","Lodi","CA","Chicago","IL","1944-05-29 00:00:00",41.88531,-87.62213,38.111356,-121.172415
79315,102664,"jerome1-4873","6-jerome","San Pedro","CA","Chicago","IL","1943-11-06 00:00:00",41.88531,-87.62213,33.753088,-118.253053
79316,102672,"jerome1-4881","6-jerome","Fowler","CA","St. Louis","MO","1943-12-08 00:00:00",38.631501,-90.19231,36.623402,-119.691869
79317,102673,"jerome1-4882","6-jerome","Fowler","CA","Kalamazoo","MI","1944-03-20 00:00:00",42.264543,-85.561545,36.623402,-119.691869
79318,102676,"jerome1-4885","6-jerome","Fresno","CA","Grand Meadow","MN","1943-01-10 00:00:00",43.668417,-92.544587,36.8411,-119.801015
79319,102682,"jerome1-4891","6-jerome","Florin","CA","Burlington","WI","1943-08-11 00:00:00",42.692103,-88.228793,39.902424,-122.491767
79320,102683,"jerome1-4892","6-jerome","Florin","CA","Mesa","AZ","1943-05-25 00:00:00",33.440695,-111.856967,39.902424,-122.491767
79322,102688,"jerome1-4897","6-jerome","Sacramento","CA","St. Louis","MO","1944-05-19 00:00:00",38.631501,-90.19231,38.380456,-121.555406
79326,102721,"jerome1-4930","6-jerome","Wilmington","CA","Chicago","IL","1944-03-13 00:00:00",41.88531,-87.62213,33.779417,-118.253853
79328,102723,"jerome1-4932","6-jerome","Lancaster","WI","Fond du Lac","WI","1943-02-07 00:00:00",43.77366,-88.436782,42.864155,-90.684965
79329,102726,"jerome1-4935","6-jerome","San Diego","CA","Baltimore","MD","1943-12-16 00:00:00",39.296536,-76.623489,32.724103,-117.170912
79330,102740,"jerome1-4949","6-jerome","Fresno","CA","Chicago","IL","1943-06-03 00:00:00",41.88531,-87.62213,36.8411,-119.801015
79331,102747,"jerome1-4956","6-jerome","Fresno","CA","Columbus","OH","1943-05-19 00:00:00",40.100924,-83.013402,36.8411,-119.801015
79333,102754,"jerome1-4963","6-jerome","Los Angeles","CA","Sallisaw","OK","1944-04-21 00:00:00",35.450662,-94.706796,33.973951,-118.248405
79334,102758,"jerome1-4967","6-jerome","Torrance","CA","Chicago","IL","1944-01-10 00:00:00",41.88531,-87.62213,33.835665,-118.303805
79336,102784,"jerome1-4993","6-jerome","San Pedro","CA","Ann Arbor","MI","1943-08-04 00:00:00",42.266638,-83.849042,33.753088,-118.253053
79338,102790,"jerome1-4999","6-jerome","Sacramento","CA","St. Louis","MO","1943-01-23 00:00:00",38.631501,-90.19231,38.380456,-121.555406
79339,102791,"jerome1-5000","6-jerome","Sacramento","CA","Casper","WY","1943-09-29 00:00:00",42.859875,-106.312561,38.380456,-121.555406
79340,102792,"jerome1-5001","6-jerome","Sacramento","CA","Cleveland","OH","1943-06-29 00:00:00",41.489381,-81.667486,38.380456,-121.555406
79341,102800,"jerome1-5009","6-jerome","Fowler","CA","New York","NY","1944-02-25 00:00:00",40.750422,-73.996328,36.623402,-119.691869
79342,102808,"jerome1-5017","6-jerome","Artesia","CA","Blanca","CO","1943-04-26 00:00:00",37.435812,-105.57348,33.865395,-118.073148
79343,102812,"jerome1-5021","6-jerome","Long Beach","CA","Plattsville","CO","1943-04-12 00:00:00",0,0,33.804309,-118.200957
79344,102813,"jerome1-5022","6-jerome","Long Beach","CA","Plattsville","CO","1943-04-12 00:00:00",0,0,33.804309,-118.200957
79345,102819,"jerome1-5028","6-jerome","Florin","CA","Cleveland","OH","1944-03-01 00:00:00",41.489381,-81.667486,39.902424,-122.491767
79346,102824,"jerome1-5033","6-jerome","Sacramento","CA","Buffalo","NY","1944-01-31 00:00:00",42.89606,-78.886424,38.380456,-121.555406
79347,102831,"jerome1-5040","6-jerome","Norwalk","CA","Blanca","CO","1943-04-12 00:00:00",37.435812,-105.57348,33.906763,-118.076549
79348,102832,"jerome1-5041","6-jerome","Norwalk","CA","Blanca","CO","1943-01-07 00:00:00",37.435812,-105.57348,33.906763,-118.076549
79350,102854,"jerome1-5063","6-jerome","Florin","CA","Minneapolis","MN","1944-03-08 00:00:00",44.984577,-93.269097,39.902424,-122.491767
79351,102857,"jerome1-5066","6-jerome","Florin","CA","St. Louis","MO","1944-01-24 00:00:00",38.631501,-90.19231,39.902424,-122.491767
79352,102882,"jerome1-5091","6-jerome","Hanford","CA","Detroit","MI","1943-07-26 00:00:00",42.347021,-83.060184,36.220468,-119.71776
79353,102884,"jerome1-5093","6-jerome","Fresno","CA","Chicago","IL","1943-06-03 00:00:00",41.88531,-87.62213,36.8411,-119.801015
79354,102890,"jerome1-5099","6-jerome","Long Beach","CA","Detroit","MI","1943-07-20 00:00:00",42.347021,-83.060184,33.804309,-118.200957
79355,102897,"jerome1-5106","6-jerome","Fresno","CA","Chicago","IL","1943-05-05 00:00:00",41.88531,-87.62213,36.8411,-119.801015
